City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
513,maceio,-9.6658,-35.7353,23.69,88,40,2.06,BR,1726612662
514,puerto ayacucho,5.6639,-67.6236,26.78,83,78,2.15,VE,1726612925
515,bandar-e anzali,37.4727,49.4622,21.32,73,98,1.34,IR,1726612926
516,kismayo,-0.3582,42.5454,25.05,83,6,7.19,SO,1726612927
517,caraballeda,10.6112,-66.8522,33.04,70,40,3.6,VE,1726612833
518,birni n konni,13.7956,5.2553,28.86,61,7,2.61,NE,1726612930
519,garrni,40.1193,44.7344,12.33,69,46,1.46,AM,1726612931
520,ust-tsilma,65.441,52.1498,10.91,69,100,2.12,RU,1726612933
521,rawson,-43.3002,-65.1023,17.16,29,0,1.54,AR,1726612903
522,villacidro,39.4578,8.7406,16.7,88,100,1.53,IT,1726612935
523,south hedland,-20.4089,118.5983,22.96,38,5,5.14,AU,1726612936
524,kapuskasing,49.4169,-82.4331,28.05,39,20,5.66,CA,1726612935
525,bukoba,-1.3317,31.8122,19.99,88,20,0.0,TZ,1726612938
526,santyoku,37.4406,129.1708,23.9,97,79,2.5,KR,1726612939
527,chemodanovka,53.2316,45.2474,10.71,58,0,1.51,RU,1726612940
528,gaspe,48.8334,-64.4819,23.12,73,20,1.03,CA,1726612849
529,leava,-14.3,-178.1667,26.54,76,74,1.56,WF,1726612943
530,baidoa,3.1138,43.6498,21.97,85,31,6.01,SO,1726612944
531,gurzuf,44.55,34.2833,19.63,83,99,3.8,UA,1726612945
532,kourou,5.1552,-52.6478,26.8,82,6,4.64,GF,1726612946
533,patiya,22.2931,91.9762,24.44,93,85,1.12,BD,1726612947
534,mashhad,36.297,59.6062,18.08,52,0,3.09,IR,1726612948
535,raton,36.9034,-104.4391,20.34,64,0,10.29,US,1726612949
536,aykhal,66.0,111.5,-3.57,91,98,7.56,RU,1726612950
537,birao,10.2849,22.7882,21.7,97,84,2.26,CF,1726612951
538,diyarbakir,37.9158,40.2189,20.99,52,0,2.06,TR,1726612952
539,hasaki,35.7333,140.8333,27.25,83,10,2.86,JP,1726612953
540,piti village,13.4626,144.6933,27.95,93,20,2.06,GU,1726612954
541,gereshk,31.8209,64.5701,24.33,22,0,1.45,AF,1726612956
542,katabu,-4.9333,122.5167,25.64,78,62,1.4,ID,1726612957
543,chihuahua,28.5,-106.0,33.46,24,3,3.66,MX,1726612501
544,lubang,13.8584,120.124,27.67,86,100,10.56,PH,1726612959
545,la mira,18.035,-102.3266,29.77,76,80,4.11,MX,1726612960
546,nueva gerona,21.8833,-82.8,31.03,63,57,2.77,CU,1726612961
547,san miguel,13.4833,-88.1833,28.46,88,20,1.69,SV,1726612641
548,valenca,-13.3703,-39.0731,20.13,88,0,1.34,BR,1726612963
549,garissa,-0.4536,39.6401,23.45,76,10,7.2,KE,1726612711
550,qui nhon,13.7667,109.2333,25.31,87,100,1.88,VN,1726612965
551,horta,38.5333,-28.6333,21.68,73,0,5.81,PT,1726612966
552,hauterive,46.0901,3.4459,13.01,96,73,2.23,FR,1726612968
553,barcelos,41.5388,-8.6151,18.34,44,0,3.31,PT,1726612969
554,forest,37.3638,-79.2897,22.03,96,100,3.6,US,1726612970
555,fale old settlement,-9.3852,-171.2468,28.08,73,36,5.64,TK,1726612971
556,palapag,12.5458,125.1147,25.87,88,100,2.19,PH,1726612972
557,lycksele,64.5954,18.6735,8.93,87,96,1.54,SE,1726612973
558,dul'durga,50.6761,113.5931,7.39,73,72,1.14,RU,1726612974
559,al wasitah,29.3378,31.2056,25.18,56,0,3.39,EG,1726612975
560,cooma,-36.2333,149.1333,11.74,32,5,7.09,AU,1726612976
561,waveland,30.2869,-89.3762,27.99,78,40,2.06,US,1726612977
562,enshi,30.3,109.4833,22.92,87,86,1.01,CN,1726612968
563,sievi,63.9,24.5,8.92,96,59,2.61,FI,1726612981
564,lobujya,27.95,86.8167,-0.39,67,66,0.63,NP,1726612982
565,cabo san lucas,22.8909,-109.9124,29.17,52,0,5.81,MX,1726612692
566,bandipura,34.4167,74.65,15.23,61,0,2.83,IN,1726612984
567,novo aripuana,-5.1206,-60.3797,33.72,22,20,0.89,BR,1726612985
568,san julian,21.0167,-102.1667,23.06,62,68,1.39,MX,1726612986
569,puerto armuelles,8.2833,-82.8667,27.83,79,99,3.58,PA,1726612987
570,baiyin,36.5583,104.2081,16.81,85,3,0.49,CN,1726612988
571,candido de abreu,-24.5669,-51.3333,17.24,68,0,3.06,BR,1726612989
572,tindouf,27.6711,-8.1474,28.25,21,2,7.2,DZ,1726612990
573,freetown,8.484,-13.2299,25.23,88,19,2.67,SL,1726612992
